season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered
0.666667,0,0.545455,0.565217,0,0.333333,1,0,0.816327,0.7424,0.43,0.12284,0.182561,0.153499
0.666667,0,0.545455,0.608696,0,0.333333,1,0,0.795918,0.7424,0.49,0.193018,0.179837,0.126411
0.666667,0,0.545455,0.652174,0,0.333333,1,0,0.816327,0.7424,0.43,0,0.138965,0.125282
0.666667,0,0.545455,0.695652,0,0.333333,1,0,0.816327,0.7576,0.46,0.12284,0.215259,0.227991
0.666667,0,0.545455,0.73913,0,0.333333,1,0,0.816327,0.7576,0.46,0.12284,0.215259,0.525959
0.666667,0,0.545455,0.782609,0,0.333333,1,0,0.795918,0.7576,0.55,0.193018,0.190736,0.480813
0.666667,0,0.545455,0.826087,0,0.333333,1,0,0.795918,0.7727,0.59,0.15787,0.19346,0.335214
0.666667,0,0.545455,0.869565,0,0.333333,1,0,0.755102,0.7273,0.66,0.12284,0.160763,0.25395
0.666667,0,0.545455,0.913043,0,0.333333,1,0,0.77551,0.7424,0.62,0.298225,0.209809,0.189616
0.666667,0,0.545455,0.956522,0,0.333333,1,0,0.755102,0.7273,0.66,0.263195,0.084469,0.139955
0.666667,0,0.545455,1,0,0.333333,1,0,0.734694,0.697,0.66,0.193018,0.051771,0.060948
0.666667,0,0.545455,0,0,0.5,1,0,0.714286,0.697,0.74,0.228047,0.029973,0.029345
0.666667,0,0.545455,0.043478,0,0.5,1,0,0.693878,0.6667,0.74,0.15787,0.010899,0.012415
0.666667,0,0.545455,0.086957,0,0.5,1,0,0.693878,0.6667,0.79,0.105325,0.002725,0.004515
0.666667,0,0.545455,0.130435,0,0.5,1,0,0.693878,0.6667,0.79,0,0,0.006772
0.666667,0,0.545455,0.173913,0,0.5,1,0.333333,0.673469,0.6364,0.83,0.105325,0,0.006772
0.666667,0,0.545455,0.217391,0,0.5,1,0,0.673469,0.6364,0.83,0.105325,0.013624,0.03386
0.666667,0,0.545455,0.26087,0,0.5,1,0,0.693878,0.6667,0.79,0.105325,0.024523,0.126411
0.666667,0,0.545455,0.304348,0,0.5,1,0.333333,0.714286,0.697,0.79,0,0.065395,0.325056
0.666667,0,0.545455,0.347826,0,0.5,1,0.333333,0.714286,0.697,0.74,0.12284,0.084469,0.448081
0.666667,0,0.545455,0.391304,0,0.5,1,0.666667,0.693878,0.6667,0.79,0.228047,0.084469,0.17833
0.666667,0,0.545455,0.434783,0,0.5,1,0.666667,0.693878,0.6667,0.79,0.105325,0.035422,0.03386
0.666667,0,0.545455,0.478261,0,0.5,1,0.333333,0.714286,0.697,0.74,0,0.065395,0.116253
0.666667,0,0.545455,0.521739,0,0.5,1,0.333333,0.734694,0.697,0.66,0.105325,0.103542,0.128668
0.666667,0,0.545455,0.565217,0,0.5,1,0.333333,0.734694,0.697,0.7,0.12284,0.089918,0.120767
0.666667,0,0.545455,0.608696,0,0.5,1,0,0.755102,0.7273,0.66,0.333373,0.13624,0.12754
0.666667,0,0.545455,0.652174,0,0.5,1,0,0.755102,0.7273,0.7,0.333373,0.149864,0.146727
0.666667,0,0.545455,0.695652,0,0.5,1,0,0.755102,0.7273,0.7,0.298225,0.155313,0.24605
0.666667,0,0.545455,0.73913,0,0.5,1,0,0.77551,0.7424,0.59,0.263195,0.215259,0.583521
0.666667,0,0.545455,0.782609,0,0.5,1,0,0.755102,0.7121,0.62,0.228047,0.209809,0.548533
0.666667,0,0.545455,0.826087,0,0.5,1,0,0.734694,0.697,0.7,0.263195,0.19346,0.36456
0.666667,0,0.545455,0.869565,0,0.5,1,0,0.714286,0.697,0.74,0.298225,0.149864,0.290068
0.666667,0,0.545455,0.913043,0,0.5,1,0,0.693878,0.6667,0.79,0.228047,0.179837,0.197517
0.666667,0,0.545455,0.956522,0,0.5,1,0,0.693878,0.6667,0.79,0.228047,0.081744,0.176072
0.666667,0,0.545455,1,0,0.5,1,0,0.673469,0.6364,0.83,0.263195,0.054496,0.088036
0.666667,0,0.545455,0,0,0.666667,1,0,0.653061,0.5909,0.89,0.15787,0.016349,0.032731
0.666667,0,0.545455,0.043478,0,0.666667,1,0,0.653061,0.5909,0.89,0.228047,0.00545,0.015801
0.666667,0,0.545455,0.086957,0,0.666667,1,0,0.653061,0.5909,0.89,0.228047,0.002725,0.007901
0.666667,0,0.545455,0.130435,0,0.666667,1,0,0.632653,0.5606,0.94,0.12284,0.00545,0.002257
0.666667,0,0.545455,0.173913,0,0.666667,1,0,0.632653,0.5758,0.89,0.12284,0,0.004515
0.666667,0,0.545455,0.217391,0,0.666667,1,0,0.632653,0.5758,0.89,0.12284,0.00545,0.03386
0.666667,0,0.545455,0.26087,0,0.666667,1,0.333333,0.632653,0.5758,0.89,0.15787,0.029973,0.120767
0.666667,0,0.545455,0.304348,0,0.666667,1,0.333333,0.653061,0.5909,0.89,0.12284,0.035422,0.314898
0.666667,0,0.545455,0.347826,0,0.666667,1,0.333333,0.693878,0.6667,0.79,0.228047,0.076294,0.468397
0.666667,0,0.545455,0.391304,0,0.666667,1,0,0.734694,0.697,0.7,0.193018,0.06812,0.173815
0.666667,0,0.545455,0.434783,0,0.666667,1,0,0.77551,0.7424,0.62,0,0.079019,0.081264
0.666667,0,0.545455,0.478261,0,0.666667,1,0,0.816327,0.7727,0.52,0.15787,0.081744,0.126411
0.666667,0,0.545455,0.521739,0,0.666667,1,0,0.836735,0.7727,0.41,0,0.087193,0.156885
0.666667,0,0.545455,0.565217,0,0.666667,1,0,0.857143,0.7879,0.41,0,0.13079,0.120767
0.666667,0,0.545455,0.608696,0,0.666667,1,0,0.857143,0.7879,0.41,0.298225,0.106267,0.136569
0.666667,0,0.545455,0.652174,0,0.666667,1,0,0.857143,0.7879,0.41,0.298225,0.128065,0.134312
0.666667,0,0.545455,0.695652,0,0.666667,1,0,0.857143,0.7727,0.39,0.263195,0.128065,0.24605
0.666667,0,0.545455,0.73913,0,0.666667,1,0,0.857143,0.7576,0.36,0.298225,0.217984,0.551919
0.666667,0,0.545455,0.782609,0,0.666667,1,0,0.836735,0.7576,0.44,0.350888,0.190736,0.555305
0.666667,0,0.545455,0.826087,0,0.666667,1,0,0.816327,0.7727,0.52,0.333373,0.215259,0.322799
0.666667,0,0.545455,0.869565,0,0.666667,1,0,0.755102,0.7121,0.58,0.421065,0.166213,0.252822
0.666667,0,0.545455,0.913043,0,0.666667,1,0,0.734694,0.6818,0.62,0.193018,0.106267,0.191874
0.666667,0,0.545455,0.956522,0,0.666667,1,0,0.734694,0.6818,0.62,0.193018,0.087193,0.1693
0.666667,0,0.545455,1,0,0.666667,1,0,0.714286,0.6818,0.66,0,0.084469,0.110609
0.666667,0,0.545455,0,0,0.833333,1,0,0.734694,0.697,0.66,0.12284,0.016349,0.046275
0.666667,0,0.545455,0.043478,0,0.833333,1,0,0.714286,0.697,0.79,0,0.024523,0.028217
0.666667,0,0.545455,0.086957,0,0.833333,1,0.333333,0.693878,0.6667,0.74,0.193018,0.027248,0.013544
0.666667,0,0.545455,0.130435,0,0.833333,1,0,0.673469,0.6364,0.79,0.12284,0.00545,0.004515
0.666667,0,0.545455,0.173913,0,0.833333,1,0,0.693878,0.6667,0.79,0.298225,0.019074,0.004515
0.666667,0,0.545455,0.217391,0,0.833333,1,0,0.673469,0.6364,0.79,0.298225,0.008174,0.027088
0.666667,0,0.545455,0.26087,0,0.833333,1,0,0.693878,0.6667,0.74,0.12284,0.029973,0.102709
0.666667,0,0.545455,0.304348,0,0.833333,1,0.333333,0.693878,0.6667,0.79,0.228047,0.081744,0.340858
0.666667,0,0.545455,0.347826,0,0.833333,1,0.333333,0.714286,0.697,0.74,0.298225,0.098093,0.475169
0.666667,0,0.545455,0.391304,0,0.833333,1,0.333333,0.755102,0.7273,0.7,0.350888,0.081744,0.238149
0.666667,0,0.545455,0.434783,0,0.833333,1,0.333333,0.734694,0.697,0.7,0.421065,0.081744,0.121896
0.666667,0,0.545455,0.478261,0,0.833333,1,0.333333,0.734694,0.7121,0.74,0.298225,0.166213,0.117381
0.666667,0,0.545455,0.521739,0,0.833333,1,0.333333,0.755102,0.7273,0.7,0.333373,0.133515,0.185102
0.666667,0,0.545455,0.565217,0,0.833333,1,0.333333,0.77551,0.7576,0.66,0.333373,0.147139,0.197517
0.666667,0,0.545455,0.608696,0,0.833333,1,0.333333,0.795918,0.7879,0.63,0.421065,0.144414,0.183973
0.666667,0,0.545455,0.652174,0,0.833333,1,0.333333,0.795918,0.7879,0.63,0.421065,0.106267,0.115124
0.666667,0,0.545455,0.695652,0,0.833333,1,0.666667,0.673469,0.6364,0.83,0.52639,0.073569,0.11851
0.666667,0,0.545455,0.73913,0,0.833333,1,0.666667,0.653061,0.5909,0.89,0.52639,0.016349,0.181716
0.666667,0,0.545455,0.782609,0,0.833333,1,0,0.653061,0.6061,0.83,0.105325,0.095368,0.317156
0.666667,0,0.545455,0.826087,0,0.833333,1,0,0.653061,0.6061,0.83,0.105325,0.122616,0.25395
0.666667,0,0.545455,0.869565,0,0.833333,1,0,0.653061,0.6061,0.83,0.193018,0.081744,0.248307
0.666667,0,0.545455,0.913043,0,0.833333,1,0.333333,0.653061,0.6061,0.83,0.298225,0.125341,0.17833
0.666667,0,0.545455,0.956522,0,0.833333,1,0.333333,0.653061,0.6061,0.78,0.228047,0.089918,0.153499
0.666667,0,0.545455,1,0,0.833333,1,0.333333,0.653061,0.6061,0.78,0.105325,0.108992,0.125282
0.666667,0,0.545455,0,0,1,0,0.333333,0.653061,0.6061,0.83,0.15787,0.084469,0.10158
0.666667,0,0.545455,0.043478,0,1,0,0.333333,0.632653,0.5758,0.89,0.12284,0.013624,0.054176
0.666667,0,0.545455,0.086957,0,1,0,0,0.632653,0.5758,0.89,0.193018,0.032698,0.048533
0.666667,0,0.545455,0.130435,0,1,0,0,0.632653,0.5758,0.89,0.15787,0.019074,0.025959
0.666667,0,0.545455,0.173913,0,1,0,0,0.632653,0.5758,0.83,0.263195,0.00545,0.004515
0.666667,0,0.545455,0.217391,0,1,0,0.333333,0.612245,0.5606,0.88,0.193018,0.010899,0.012415
0.666667,0,0.545455,0.26087,0,1,0,0.333333,0.632653,0.5758,0.83,0.228047,0.029973,0.030474
0.666667,0,0.545455,0.304348,0,1,0,0,0.653061,0.6061,0.78,0.228047,0.057221,0.056433
0.666667,0,0.545455,0.347826,0,1,0,0,0.693878,0.6515,0.7,0.298225,0.185286,0.128668
0.666667,0,0.545455,0.391304,0,1,0,0,0.734694,0.6818,0.58,0.333373,0.209809,0.191874
0.666667,0,0.545455,0.434783,0,1,0,0,0.755102,0.697,0.52,0.193018,0.237057,0.199774
0.666667,0,0.545455,0.478261,0,1,0,0,0.77551,0.697,0.46,0.350888,0.275204,0.213318
0.666667,0,0.545455,0.521739,0,1,0,0,0.795918,0.7273,0.46,0.298225,0.395095,0.249436
0.666667,0,0.545455,0.565217,0,1,0,0,0.816327,0.7424,0.41,0.263195,0.455041,0.281038
0.666667,0,0.545455,0.608696,0,1,0,0,0.836735,0.7424,0.36,0.15787,0.430518,0.242664
0.666667,0,0.545455,0.652174,0,1,0,0,0.836735,0.7273,0.34,0.105325,0.495913,0.248307
0.666667,0,0.545455,0.695652,0,1,0,0,0.816327,0.7273,0.38,0,0.46594,0.276524
0.666667,0,0.545455,0.73913,0,1,0,0,0.836735,0.7273,0.32,0,0.435967,0.272009
0.666667,0,0.545455,0.782609,0,1,0,0,0.816327,0.7273,0.36,0.12284,0.359673,0.277652
0.666667,0,0.545455,0.826087,0,1,0,0,0.755102,0.697,0.55,0.193018,0.348774,0.200903
0.666667,0,0.545455,0.869565,0,1,0,0,0.755102,0.7121,0.58,0.263195,0.351499,0.208804
0.666667,0,0.545455,0.913043,0,1,0,0,0.734694,0.6818,0.58,0.193018,0.226158,0.174944
0.666667,0,0.545455,0.956522,0,1,0,0,0.714286,0.6818,0.62,0.193018,0.163488,0.173815
0.666667,0,0.545455,1,0,1,0,0,0.714286,0.6667,0.58,0.228047,0.128065,0.104966
0.666667,0,0.545455,0,0,0,0,0,0.693878,0.6515,0.61,0.193018,0.114441,0.126411
0.666667,0,0.545455,0.043478,0,0,0,0,0.693878,0.6515,0.61,0.15787,0.051771,0.106095
0.666667,0,0.545455,0.086957,0,0,0,0,0.673469,0.6364,0.69,0.105325,0.076294,0.076749
0.666667,0,0.545455,0.130435,0,0,0,0,0.653061,0.6212,0.74,0.105325,0.016349,0.021445
0.666667,0,0.545455,0.173913,0,0,0,0,0.653061,0.6212,0.69,0.105325,0,0.005643
0.666667,0,0.545455,0.217391,0,0,0,0,0.653061,0.6212,0.74,0,0.019074,0.011287
0.666667,0,0.545455,0.26087,0,0,0,0,0.632653,0.5909,0.78,0.105325,0.021798,0.019187
0.666667,0,0.545455,0.304348,0,0,0,0,0.693878,0.6515,0.7,0.105325,0.073569,0.042889
0.666667,0,0.545455,0.347826,0,0,0,0,0.714286,0.6818,0.66,0,0.073569,0.073363
0.666667,0,0.545455,0.391304,0,0,0,0,0.734694,0.697,0.66,0.105325,0.168937,0.120767
0.666667,0,0.545455,0.434783,0,0,0,0,0.755102,0.697,0.55,0.15787,0.258856,0.19526
0.666667,0,0.545455,0.478261,0,0,0,0,0.77551,0.7273,0.55,0.228047,0.299728,0.199774
0.666667,0,0.545455,0.521739,0,0,0,0,0.816327,0.7576,0.46,0.333373,0.362398,0.275395
0.666667,0,0.545455,0.565217,0,0,0,0,0.795918,0.7273,0.46,0.350888,0.378747,0.257336
0.666667,0,0.545455,0.608696,0,0,0,0,0.816327,0.7424,0.41,0.386035,0.332425,0.256208
0.666667,0,0.545455,0.652174,0,0,0,0,0.836735,0.7424,0.39,0.333373,0.386921,0.247178
0.666667,0,0.545455,0.695652,0,0,0,0,0.836735,0.7576,0.41,0.333373,0.348774,0.275395
0.666667,0,0.545455,0.73913,0,0,0,0,0.836735,0.7424,0.36,0.263195,0.39782,0.244921
0.666667,0,0.545455,0.782609,0,0,0,0,0.816327,0.7424,0.43,0.333373,0.384196,0.250564
0.666667,0,0.545455,0.826087,0,0,0,0,0.795918,0.7424,0.49,0.386035,0.326975,0.206546
0.666667,0,0.545455,0.869565,0,0,0,0,0.755102,0.697,0.55,0.228047,0.275204,0.188488
0.666667,0,0.545455,0.913043,0,0,0,0,0.734694,0.6818,0.62,0.298225,0.177112,0.182844
0.666667,0,0.545455,0.956522,0,0,0,0,0.734694,0.697,0.66,0.263195,0.152589,0.098194
0.666667,0,0.545455,1,0,0,0,0,0.714286,0.6818,0.66,0.298225,0.051771,0.059819
0.666667,0,0.545455,0,0,0.166667,1,0,0.693878,0.6515,0.65,0.228047,0.027248,0.028217
0.666667,0,0.545455,0.043478,0,0.166667,1,0,0.693878,0.6515,0.61,0.333373,0.013624,0.005643
0.666667,0,0.545455,0.086957,0,0.166667,1,0,0.693878,0.6515,0.61,0.263195,0.021798,0.004515
0.666667,0,0.545455,0.130435,0,0.166667,1,0,0.673469,0.6364,0.65,0.193018,0.00545,0.009029
0.666667,0,0.545455,0.173913,0,0.166667,1,0,0.653061,0.6212,0.74,0.263195,0,0.004515
0.666667,0,0.545455,0.217391,0,0.166667,1,0,0.653061,0.6212,0.74,0.15787,0.013624,0.023702
0.666667,0,0.545455,0.26087,0,0.166667,1,0,0.673469,0.6364,0.74,0.228047,0.051771,0.115124
0.666667,0,0.545455,0.304348,0,0.166667,1,0,0.693878,0.6667,0.74,0.298225,0.076294,0.326185
0.666667,0,0.545455,0.347826,0,0.166667,1,0,0.734694,0.697,0.66,0.333373,0.095368,0.434537
0.666667,0,0.545455,0.391304,0,0.166667,1,0,0.77551,0.7424,0.59,0.350888,0.111717,0.188488
0.666667,0,0.545455,0.434783,0,0.166667,1,0,0.795918,0.7576,0.55,0.421065,0.119891,0.082393
0.666667,0,0.545455,0.478261,0,0.166667,1,0,0.816327,0.7879,0.56,0.350888,0.106267,0.100451
0.666667,0,0.545455,0.521739,0,0.166667,1,0,0.836735,0.803,0.53,0.333373,0.108992,0.121896
0.666667,0,0.545455,0.565217,0,0.166667,1,0,0.857143,0.8182,0.5,0.298225,0.059946,0.134312
0.666667,0,0.545455,0.608696,0,0.166667,1,0,0.857143,0.8333,0.53,0.333373,0.108992,0.106095
0.666667,0,0.545455,0.652174,0,0.166667,1,0,0.857143,0.8485,0.56,0.491243,0.103542,0.121896
0.666667,0,0.545455,0.695652,0,0.166667,1,0,0.857143,0.8485,0.56,0.456213,0.155313,0.205418
0.666667,0,0.545455,0.73913,0,0.166667,1,0,0.857143,0.8485,0.56,0.491243,0.160763,0.513544
0.666667,0,0.545455,0.782609,0,0.166667,1,0,0.857143,0.8333,0.53,0.456213,0.155313,0.468397
0.666667,0,0.545455,0.826087,0,0.166667,1,0,0.836735,0.8333,0.59,0.386035,0.217984,0.3307
0.666667,0,0.545455,0.869565,0,0.166667,1,0,0.714286,0.697,0.74,0.491243,0.114441,0.218962
0.666667,0,0.545455,0.913043,0,0.166667,1,0,0.693878,0.6667,0.79,0.491243,0.057221,0.123025
0.666667,0,0.545455,0.956522,0,0.166667,1,0,0.714286,0.697,0.74,0.15787,0.054496,0.079007
0.666667,0,0.545455,1,0,0.166667,1,0,0.693878,0.6667,0.79,0.15787,0.029973,0.049661
0.666667,0,0.545455,0,0,0.333333,1,0,0.693878,0.6667,0.79,0.15787,0.008174,0.021445
0.666667,0,0.545455,0.043478,0,0.333333,1,0,0.693878,0.6667,0.79,0.105325,0.016349,0.009029
0.666667,0,0.545455,0.086957,0,0.333333,1,0,0.693878,0.6667,0.79,0.12284,0.00545,0.007901
0.666667,0,0.545455,0.130435,0,0.333333,1,0.333333,0.693878,0.6667,0.79,0,0.00545,0.006772
0.666667,0,0.545455,0.173913,0,0.333333,1,0,0.693878,0.6667,0.79,0.193018,0,0.006772
0.666667,0,0.545455,0.217391,0,0.333333,1,0,0.693878,0.6667,0.79,0.105325,0.010899,0.023702
0.666667,0,0.545455,0.26087,0,0.333333,1,0,0.734694,0.6818,0.58,0.263195,0.035422,0.115124
0.666667,0,0.545455,0.304348,0,0.333333,1,0,0.755102,0.697,0.55,0.228047,0.079019,0.339729
0.666667,0,0.545455,0.347826,0,0.333333,1,0,0.755102,0.7121,0.58,0.263195,0.095368,0.431151
0.666667,0,0.545455,0.391304,0,0.333333,1,0,0.77551,0.7273,0.55,0.578935,0.073569,0.168172
0.666667,0,0.545455,0.434783,0,0.333333,1,0,0.816327,0.7727,0.52,0.193018,0.103542,0.095937
0.666667,0,0.545455,0.478261,0,0.333333,1,0,0.816327,0.7727,0.52,0.193018,0.106267,0.097065
0.666667,0,0.545455,0.521739,0,0.333333,1,0,0.857143,0.7879,0.44,0.350888,0.103542,0.141084
0.666667,0,0.545455,0.565217,0,0.333333,1,0,0.857143,0.803,0.47,0.263195,0.087193,0.117381
0.666667,0,0.545455,0.608696,0,0.333333,1,0,0.897959,0.8485,0.42,0.350888,0.089918,0.102709
0.666667,0,0.545455,0.652174,0,0.333333,1,0,0.897959,0.8485,0.42,0.421065,0.100817,0.125282
0.666667,0,0.545455,0.695652,0,0.333333,1,0,0.857143,0.7879,0.44,0.333373,0.06812,0.199774
0.666667,0,0.545455,0.73913,0,0.333333,1,0,0.877551,0.8182,0.44,0.333373,0.13079,0.428894
0.666667,0,0.545455,0.782609,0,0.333333,1,0,0.857143,0.803,0.47,0.350888,0.106267,0.532731
0.666667,0,0.545455,0.826087,0,0.333333,1,0,0.836735,0.7576,0.44,0.333373,0.114441,0.332957
0.666667,0,0.545455,0.869565,0,0.333333,1,0,0.816327,0.7424,0.43,0.228047,0.155313,0.283296
0.666667,0,0.545455,0.913043,0,0.333333,1,0,0.816327,0.7424,0.43,0.12284,0.133515,0.235892
0.666667,0,0.545455,0.956522,0,0.333333,1,0,0.795918,0.7273,0.46,0.15787,0.119891,0.1693
0.666667,0,0.545455,1,0,0.333333,1,0,0.77551,0.7121,0.52,0,0.054496,0.066591
0.666667,0,0.545455,0,0,0.5,1,0,0.755102,0.7121,0.62,0,0.024523,0.041761
0.666667,0,0.545455,0.043478,0,0.5,1,0,0.755102,0.697,0.55,0,0.002725,0.012415
0.666667,0,0.545455,0.086957,0,0.5,1,0,0.755102,0.697,0.55,0,0.00545,0.003386
0.666667,0,0.545455,0.130435,0,0.5,1,0,0.734694,0.6818,0.58,0.228047,0,0.004515
0.666667,0,0.545455,0.173913,0,0.5,1,0,0.734694,0.6818,0.58,0.298225,0,0.005643
0.666667,0,0.545455,0.217391,0,0.5,1,0,0.734694,0.6818,0.58,0.228047,0.010899,0.024831
0.666667,0,0.545455,0.26087,0,0.5,1,0,0.734694,0.6818,0.58,0.193018,0.049046,0.116253
0.666667,0,0.545455,0.304348,0,0.5,1,0,0.755102,0.697,0.55,0.298225,0.087193,0.317156
0.666667,0,0.545455,0.347826,0,0.5,1,0,0.795918,0.7424,0.49,0.298225,0.084469,0.471783
0.666667,0,0.545455,0.391304,0,0.5,1,0,0.816327,0.7424,0.41,0.228047,0.06267,0.183973
0.666667,0,0.545455,0.434783,0,0.5,1,0,0.816327,0.7576,0.46,0.228047,0.089918,0.090293
0.666667,0,0.545455,0.478261,0,0.5,1,0,0.836735,0.7424,0.39,0.193018,0.149864,0.124153
0.666667,0,0.545455,0.521739,0,0.5,1,0,0.836735,0.7576,0.41,0.333373,0.108992,0.151242
0.666667,0,0.545455,0.565217,0,0.5,1,0.666667,0.816327,0.7576,0.46,0.15787,0.106267,0.134312
0.666667,0,0.545455,0.608696,0,0.5,1,0.666667,0.816327,0.7576,0.46,0.15787,0.073569,0.100451
0.666667,0,0.545455,0.652174,0,0.5,1,0.666667,0.632653,0.5606,0.94,0.15787,0.035422,0.037246
0.666667,0,0.545455,0.695652,0,0.5,1,0.333333,0.653061,0.5909,0.89,0,0.06267,0.133183
0.666667,0,0.545455,0.73913,0,0.5,1,0,0.693878,0.6667,0.79,0,0.190736,0.471783
0.666667,0,0.545455,0.782609,0,0.5,1,0,0.714286,0.697,0.79,0.15787,0.138965,0.465011
0.666667,0,0.545455,0.826087,0,0.5,1,0,0.693878,0.6667,0.79,0.12284,0.215259,0.383747
0.666667,0,0.545455,0.869565,0,0.5,1,0,0.693878,0.6667,0.84,0.193018,0.166213,0.317156
0.666667,0,0.545455,0.913043,0,0.5,1,0,0.693878,0.6667,0.79,0.12284,0.152589,0.218962
0.666667,0,0.545455,0.956522,0,0.5,1,0,0.673469,0.6364,0.83,0.228047,0.13079,0.153499
0.666667,0,0.545455,1,0,0.5,1,0,0.653061,0.6061,0.83,0.298225,0.089918,0.093679
0.666667,0,0.545455,0,0,0.666667,1,0,0.653061,0.6212,0.69,0.350888,0.038147,0.036117
0.666667,0,0.545455,0.043478,0,0.666667,1,0,0.653061,0.6212,0.61,0.298225,0.010899,0.023702
0.666667,0,0.545455,0.086957,0,0.666667,1,0,0.632653,0.6212,0.57,0.350888,0.008174,0.007901
0.666667,0,0.545455,0.130435,0,0.666667,1,0,0.612245,0.6212,0.57,0.350888,0.002725,0.005643
0.666667,0,0.545455,0.173913,0,0.666667,1,0,0.612245,0.6212,0.53,0.298225,0,0.006772
0.666667,0,0.545455,0.217391,0,0.666667,1,0,0.591837,0.6212,0.56,0.263195,0.016349,0.024831
0.666667,0,0.545455,0.26087,0,0.666667,1,0,0.591837,0.6061,0.6,0.263195,0.038147,0.130926
0.666667,0,0.545455,0.304348,0,0.666667,1,0,0.612245,0.6212,0.53,0.298225,0.06267,0.351016
0.666667,0,0.545455,0.347826,0,0.666667,1,0,0.632653,0.6212,0.5,0.421065,0.144414,0.488713
0.666667,0,0.545455,0.391304,0,0.666667,1,0,0.673469,0.6364,0.47,0.333373,0.079019,0.22009
0.666667,0,0.545455,0.434783,0,0.666667,1,0,0.693878,0.6364,0.42,0.298225,0.087193,0.107223
0.666667,0,0.545455,0.478261,0,0.666667,1,0,0.714286,0.6515,0.37,0.263195,0.103542,0.124153
0.666667,0,0.545455,0.521739,0,0.666667,1,0,0.734694,0.6515,0.35,0.298225,0.138965,0.194131
0.666667,0,0.545455,0.565217,0,0.666667,1,0,0.755102,0.6667,0.33,0.386035,0.106267,0.155756
0.666667,0,0.545455,0.608696,0,0.666667,1,0,0.734694,0.6515,0.35,0.333373,0.133515,0.145598
0.666667,0,0.545455,0.652174,0,0.666667,1,0,0.755102,0.6667,0.33,0.350888,0.114441,0.155756
0.666667,0,0.545455,0.695652,0,0.666667,1,0,0.755102,0.6667,0.33,0.15787,0.117166,0.260722
0.666667,0,0.545455,0.73913,0,0.666667,1,0,0.734694,0.6515,0.37,0.15787,0.212534,0.583521
0.666667,0,0.545455,0.782609,0,0.666667,1,0,0.714286,0.6515,0.42,0.228047,0.256131,0.546275
0.666667,0,0.545455,0.826087,0,0.666667,1,0,0.714286,0.6515,0.39,0.263195,0.182561,0.375847
0.666667,0,0.545455,0.869565,0,0.666667,1,0,0.693878,0.6364,0.42,0.263195,0.220708,0.301354
0.666667,0,0.545455,0.913043,0,0.666667,1,0,0.653061,0.6212,0.5,0.15787,0.158038,0.22912
0.666667,0,0.545455,0.956522,0,0.666667,1,0,0.632653,0.6212,0.57,0.105325,0.114441,0.151242
0.666667,0,0.545455,1,0,0.666667,1,0,0.632653,0.6061,0.65,0.298225,0.073569,0.109481
0.666667,0,0.545455,0,0,0.833333,1,0,0.612245,0.5909,0.73,0.263195,0.06267,0.064334
0.666667,0,0.545455,0.043478,0,0.833333,1,0,0.612245,0.5909,0.73,0.228047,0.019074,0.014673
0.666667,0,0.545455,0.086957,0,0.833333,1,0,0.591837,0.5758,0.78,0.193018,0.043597,0.024831
0.666667,0,0.545455,0.130435,0,0.833333,1,0,0.591837,0.5909,0.73,0.228047,0.002725,0.006772
0.666667,0,0.545455,0.173913,0,0.833333,1,0,0.591837,0.5909,0.73,0.193018,0.00545,0.009029
0.666667,0,0.545455,0.217391,0,0.833333,1,0,0.591837,0.5909,0.73,0.15787,0.019074,0.018059
0.666667,0,0.545455,0.26087,0,0.833333,1,0.333333,0.591837,0.5909,0.73,0.12284,0.032698,0.121896
0.666667,0,0.545455,0.304348,0,0.833333,1,0,0.632653,0.6061,0.65,0.12284,0.046322,0.290068
0.666667,0,0.545455,0.347826,0,0.833333,1,0,0.632653,0.6061,0.65,0.298225,0.13624,0.580135
0.666667,0,0.545455,0.391304,0,0.833333,1,0,0.673469,0.6364,0.54,0.228047,0.084469,0.198646
0.666667,0,0.545455,0.434783,0,0.833333,1,0.333333,0.653061,0.6212,0.61,0.193018,0.160763,0.120767
0.666667,0,0.545455,0.478261,0,0.833333,1,0,0.693878,0.6515,0.54,0.15787,0.19891,0.154628
0.666667,0,0.545455,0.521739,0,0.833333,1,0,0.693878,0.6515,0.48,0.228047,0.166213,0.199774
0.666667,0,0.545455,0.565217,0,0.833333,1,0,0.693878,0.6515,0.54,0.228047,0.231608,0.182844
0.666667,0,0.545455,0.608696,0,0.833333,1,0,0.693878,0.6515,0.51,0.228047,0.286104,0.180587
0.666667,0,0.545455,0.652174,0,0.833333,1,0,0.714286,0.6515,0.45,0.193018,0.201635,0.183973
0.666667,0,0.545455,0.695652,0,0.833333,1,0,0.714286,0.6667,0.51,0.228047,0.26158,0.299097
0.666667,0,0.545455,0.73913,0,0.833333,1,0,0.734694,0.6667,0.42,0.298225,0.283379,0.545147
0.666667,0,0.545455,0.782609,0,0.833333,1,0,0.714286,0.6515,0.45,0.263195,0.277929,0.444695
0.666667,0,0.545455,0.826087,0,0.833333,1,0,0.693878,0.6364,0.45,0.263195,0.310627,0.316027
0.666667,0,0.545455,0.869565,0,0.833333,1,0,0.693878,0.6515,0.51,0.263195,0.250681,0.283296
0.666667,0,0.545455,0.913043,0,0.833333,1,0,0.653061,0.6212,0.54,0.12284,0.20436,0.209932
